FRFR_OCCRR_ID,OCCRR_YR,OCCRR_MNT,OCCRR_DT,OCCRR_TM,OCCRR_DYWK_NM,FRFR_OCCRR_CTPRV_NM,FRFR_OCCRR_SGNG_NM,FRFR_OCCRR_EPMN_NM,FRFR_OCCRR_DNL_NM,FRFR_OCCRR_LTNO_NM,FRFR_OCCRR_LCTN_XCRD,FRFR_OCCRR_LCTN_YCRD,LTTC_ID,FRFR_POTFR_TM,FRFR_OCCRR_CAUS_NM,FRFR_DMG_AREA,POTFR_RSRC_INPT_QNTT,TPRT,HMDT,WDSP,PRCPT_QNTT,STORUNST_CD,FRTP_CD,DNST_CD,FRTP_TRE_HGHT,DMCLS_CD,AGCLS_CD,HASLV,NNFRS_DSTNC,CMPSI_FG,PTMNT_FG,CMTRY_FG,FRSTTN_DSTNC,PTMNT_DSTNC,TPGRP_DATA_FG
4133,2021,3,27,11,토요일,경상북도,울진군,금강송면,소광리,산101,129.2139667,36.9660971,마바52b86b,1:42,농산부산물소각,0.1,119.0,12.420833333333334,80.625,1.8375,5.7,1.0,1.0,C,16.0,2.0,4.0,375.0,36.304,0.0,0.0,0.0,25.971,2980.886,1.0
4135,2021,3,31,12,수요일,경상북도,군위군,효령면,장군리,산23-1,128.5663355,36.1310912,라마95b93a,1:01,농산부산물소각,0.1,80.0,13.558333333333332,43.375,0.7541666666666668,0.0,0.0,0.0,,0.0,,,205.0,23.606,0.0,0.0,0.0,13.944,2813.994,1.0
4150,2021,4,2,19,금요일,경상북도,영덕군,영덕읍,우곡리,산9-7,129.383615,36.425473,마바68b26b,1:41,입산자실화,0.15,69.0,12.7125,70.5,3.9333333333333336,0.0,1.0,2.0,C,8.0,2.0,5.0,80.0,77.522,0.0,0.0,0.0,2.273,1816.129,1.0
4153,2021,4,7,12,수요일,경상북도,영천시,고경면,칠전리,산49,129.082158,35.9452265,마마42b73a,1:27,성묘객실화,0.06,88.0,14.716666666666669,42.66666666666666,1.6291666666666669,0.0,1.0,1.0,C,18.0,2.0,5.0,225.0,163.728,0.0,0.0,0.0,17.662,535.386,1.0
4164,2021,4,11,10,일요일,경상북도,봉화군,재산면,현동리,산123-1,128.9924728,36.8208551,마바33a70a,7:27,기타,0.5,120.0,8.833333333333334,61.66666666666666,1.2458333333333331,0.0,1.0,2.0,A,0.0,2.0,4.0,535.0,506.858,0.0,0.0,0.0,19.363,706.692,1.0
4166,2021,4,11,10,일요일,경상북도,문경시,동로면,생달리,산132-2,128.2509263,36.7922983,라바66b66a,1:36,입산자실화,0.05,63.0,11.891666666666666,58.958333333333336,1.4791666666666667,0.0,2.0,0.0,,0.0,2.0,4.0,510.0,17.982,0.0,0.0,0.0,20.841,463.342,1.0
4173,2021,4,11,20,일요일,경상북도,봉화군,명호면,양곡리,산230-1,128.8638352,36.8682146,마바21b75a,1:03,기타,0.03,75.0,8.833333333333334,61.66666666666666,1.2458333333333331,0.0,1.0,1.0,A,0.0,2.0,4.0,330.0,264.121,0.0,0.0,0.0,3.762,1938.207,1.0
4175,2021,4,13,15,수요일,경상북도,봉화군,재산면,갈산리,산582-1,129.0701775,36.8486482,마바39b73a,1:50,입산자실화,0.5,132.0,11.3125,74.54166666666667,2.1333333333333333,14.5,1.0,2.0,C,20.0,2.0,5.0,930.0,932.066,0.0,0.0,0.0,20.599,423.233,1.0
4177,2021,4,16,16,금요일,경상북도,영양군,수비면,신암리,산19-84,129.1590013,36.8491941,마바47b73b,1:47,입산자실화,0.74,108.0,13.15,57.5,2.6875,0.0,1.0,2.0,C,18.0,2.0,4.0,695.0,1567.925,0.0,1.0,0.0,30.375,236.629,1.0
4188,2021,4,20,11,화요일,경상북도,구미시,,남통동,산17,128.3185968,36.1001186,라마73b89b,1:45,쓰레기소각,0.2,120.0,17.5625,34.125,0.9708333333333332,0.0,1.0,1.0,C,20.0,2.0,5.0,185.0,146.438,0.0,1.0,0.0,4.637,44.826,1.0
4191,2021,4,20,18,화요일,경상북도,문경시,문경읍,고요리,산84,128.1641317,36.7342686,라바59a59b,2:23,기타,0.03,74.0,18.1875,32.375,2.1375,0.0,1.0,2.0,C,14.0,2.0,5.0,500.0,294.996,0.0,0.0,0.0,6.924,1017.141,1.0
4196,2021,4,22,0,목요일,경상북도,포항시북구,청하면,신흥리,산131-1,129.3622139,36.1487106,마마67b96a,3:00,기타,0.1,86.0,15.8625,74.66666666666667,1.9791666666666667,0.0,1.0,1.0,C,10.0,1.0,4.0,110.0,290.173,0.0,0.0,0.0,9.57,3833.728,1.0
4205,2021,4,23,16,금요일,경상북도,예천군,효자면,보곡리,산21,128.4397973,36.7863519,라바83b65b,0:50,담뱃불실화,2.0,282.0,16.033333333333335,38.29166666666666,1.925,0.0,2.0,0.0,,0.0,2.0,4.0,510.0,281.381,0.0,0.0,0.0,16.506,2714.433,1.0
4207,2021,4,24,9,토요일,경상북도,안동시,풍산읍,오미리,산147-2,128.4977131,36.5886891,라바89a43b,1:51,입산자실화,0.1,77.0,15.55,53.958333333333336,1.3583333333333334,0.0,1.0,1.0,C,14.0,1.0,,150.0,142.983,0.0,0.0,0.0,6.039,4938.392,1.0
4208,2021,4,24,14,토요일,경상북도,청송군,현서면,무계리,산21,128.9911907,36.191822,마바34a00a,4:13,기타,0.13,70.0,13.154166666666669,57.208333333333336,1.7,0.0,1.0,1.0,C,18.0,2.0,5.0,835.0,568.932,0.0,0.0,0.0,49.264,1529.915,1.0
4209,2021,4,24,14,토요일,경상북도,봉화군,명호면,고감리,산83,128.8257188,36.8594019,마바18a74a,1:10,입산자실화,0.01,71.0,12.516666666666666,54.54166666666666,1.0125,0.0,1.0,1.0,C,10.0,2.0,4.0,385.0,104.377,0.0,1.0,0.0,9.678,138.818,1.0
4239,2021,5,9,12,일요일,경상북도,고령군,대가야읍,저전리,산60-1,128.242217,35.7571014,라마67a51a,2:25,입산자실화,1.4,113.0,18.4625,42.16666666666666,1.5958333333333332,0.0,1.0,3.0,C,8.0,,,100.0,68.987,0.0,0.0,0.0,7.679,4727.164,1.0
4250,2021,5,27,15,목요일,경상북도,고령군,개진면,직리,산133,128.3244132,35.7139135,라마74b46b,2:28,건축물화재비화,0.13,114.0,18.495833333333334,67.08333333333333,1.4458333333333335,0.0,1.0,1.0,C,12.0,2.0,5.0,60.0,87.003,0.0,0.0,0.0,9.93,7718.663,1.0
4255,2021,7,2,13,금요일,경상북도,포항시북구,흥해읍,초곡리,산27-1,129.3198222,36.0989514,마마63b90b,1:55,기타,0.1,24.0,23.2375,78.41666666666667,3.654166666666667,0.0,2.0,0.0,,0.0,2.0,5.0,65.0,67.497,0.0,0.0,0.0,3.565,765.064,1.0
4261,2021,7,31,14,토요일,경상북도,울진군,북면,나곡리,산76,129.3720369,37.1235518,마사66a04a,1:11,기타,0.01,37.0,27.554166666666664,82.58333333333333,1.7166666666666668,0.0,1.0,1.0,C,14.0,2.0,4.0,40.0,69.454,0.0,0.0,0.0,2.656,5873.946,1.0
4272,2021,11,7,13,일요일,경상북도,경산시,하양읍,동서리,496-2,128.8222775,35.9228181,마마19a70a,1:06,기타,0.06,107.0,12.533333333333331,78.04166666666667,0.8791666666666668,0.0,1.0,3.0,C,8.0,1.0,3.0,70.0,22.73,0.0,0.0,1.0,1.12,870.769,1.0
4277,2021,11,16,12,화요일,경상북도,문경시,영순면,말응리,산92,128.258403,36.5388444,라바67b38a,3:21,담뱃불실화,0.05,70.0,7.608333333333333,64.41666666666667,1.35,0.0,1.0,1.0,C,14.0,1.0,4.0,100.0,177.642,0.0,0.0,0.0,12.079,1245.386,1.0
4279,2021,11,17,15,수요일,경상북도,안동시,예안면,도목리,산64-1,128.8610588,36.6301457,마바21b48b,1:20,쓰레기소각,0.04,78.0,5.5875,65.83333333333333,0.9666666666666668,0.0,1.0,1.0,C,12.0,1.0,4.0,235.0,90.701,0.0,0.0,0.0,25.208,3908.157,1.0
4298,2021,12,13,21,월요일,경상북도,경주시,외동읍,죽동리,산18-2,129.3094139,35.7425398,마마63b51a,2:07,기타,0.1,100.0,0.5416666666666666,33.125,3.016666666666667,0.0,1.0,1.0,C,12.0,2.0,,105.0,44.7,0.0,0.0,0.0,4.232,2360.485,1.0
4306,2021,12,24,14,금요일,경상북도,경주시,강동면,호명리,산8-2,129.2537417,35.9725591,마마58a76b,1:26,입산자실화,1.0,84.0,4.004166666666666,60.16666666666666,2.395833333333333,0.0,1.0,1.0,B,18.0,1.0,4.0,90.0,187.389,0.0,0.0,0.0,9.845,6400.434,1.0
4307,2021,12,24,15,금요일,경상북도,고령군,쌍림면,합가리,산25-4,128.2399112,35.6556135,라마66b40a,1:23,입산자실화,0.04,43.0,3.3166666666666664,63.958333333333336,0.5458333333333333,0.0,1.0,1.0,C,22.0,2.0,5.0,290.0,423.407,0.0,0.0,0.0,13.043,4660.855,1.0
4316,2021,12,30,14,목요일,경상북도,봉화군,명호면,북곡리,산54-2,128.9231299,36.8008042,마바26b67b,2:33,건축물화재비화,0.5,109.0,-1.4083333333333332,45.708333333333336,2.7291666666666665,0.0,1.0,1.0,C,14.0,2.0,5.0,530.0,969.799,0.0,0.0,0.0,11.324,586.573,1.0
4318,2022,1,2,8,공휴일,경상북도,군위군,부계면,신화리,산80,128.6572768,36.1170175,마마04a91b,4:32,건축물화재비화,0.2,66.0,-1.1833333333333331,55.41666666666666,0.5875,0.0,0.0,0.0,,0.0,,,260.0,22.97,0.0,0.0,0.0,16.561,8637.897,1.0
4322,2022,1,4,2,화요일,경상북도,영덕군,영덕읍,화수리,산192-3,129.3752064,36.4235425,마바68a26b,0:56,담뱃불실화,0.05,63.0,1.5291666666666666,53.79166666666666,1.8833333333333333,0.0,1.0,1.0,C,16.0,2.0,5.0,30.0,62.23,0.0,0.0,0.0,2.03,1608.219,1.0
4324,2022,1,4,12,화요일,경상북도,봉화군,물야면,북지리,산12-1,128.7027362,36.9348714,마바07a82b,3:25,기타,0.5,124.0,-0.075,50.41666666666666,1.3041666666666667,0.0,1.0,1.0,C,12.0,2.0,4.0,440.0,587.866,0.0,0.0,0.0,6.647,661.462,1.0
4334,2022,1,7,19,금요일,경상북도,안동시,북후면,두산리,산45,128.6869101,36.6929907,마바06a55b,2:14,기타,0.1,72.0,-2.770833333333333,47.333333333333336,0.7625000000000001,0.0,1.0,3.0,C,16.0,2.0,4.0,350.0,260.932,0.0,0.0,0.0,20.627,2916.862,1.0
4337,2022,1,8,16,토요일,경상북도,고령군,대가야읍,장기리,산82,128.2938936,35.7126038,라마71b46b,1:27,입산자실화,0.1,91.0,-1.0375,56.708333333333336,0.4333333333333333,0.0,1.0,3.0,C,12.0,2.0,4.0,65.0,81.873,0.0,0.0,0.0,19.593,9020.249,1.0
4348,2022,1,10,21,월요일,경상북도,영주시,평은면,오운리,산312,128.7203859,36.7570922,마바08b62b,20:29,입산자실화,14.1,374.0,-0.8291666666666667,68.54166666666667,2.4375,0.0,1.0,1.0,C,18.0,2.0,4.0,375.0,82.549,0.0,0.0,0.0,14.175,1416.802,1.0
4350,2022,1,12,13,수요일,경상북도,김천시,감천면,용호리,산4,128.1351538,36.0445222,라마57a83a,1:01,입산자실화,0.1,53.0,-3.295833333333333,42.0,1.6625,0.0,1.0,2.0,A,0.0,,,125.0,62.048,0.0,0.0,0.0,9.301,5942.842,1.0
4353,2022,1,12,20,수요일,경상북도,안동시,일직면,원호리,산2,128.6715352,36.4983102,마바04b34a,1:53,담뱃불실화,0.05,89.0,-6.154166666666666,36.958333333333336,3.3166666666666664,0.0,1.0,1.0,C,14.0,2.0,4.0,225.0,239.368,0.0,1.0,0.0,8.781,315.049,1.0
4355,2022,1,14,11,금요일,경상북도,구미시,장천면,여남리,산1,128.5156211,36.1282469,라마91a92b,2:13,농산부산물소각,0.2,107.0,-2.733333333333333,34.208333333333336,1.075,0.0,1.0,1.0,C,10.0,2.0,4.0,100.0,152.445,0.0,0.0,0.0,8.864,782.2,1.0
4362,2022,1,17,10,월요일,경상북도,구미시,장천면,상장리,816-4,128.4968305,36.1276143,라마89b92b,0:49,기타,0.01,68.0,-0.4333333333333333,47.5,1.675,0.1,1.0,2.0,C,14.0,2.0,4.0,90.0,115.011,0.0,0.0,0.0,6.552,449.95,1.0
4364,2022,1,18,12,화요일,경상북도,안동시,남후면,고상리,산55,128.6112458,36.5108999,라바99b35a,1:44,건축물화재비화,0.02,87.0,-4.641666666666667,36.66666666666666,1.8041666666666665,0.0,1.0,3.0,C,12.0,1.0,3.0,120.0,47.735,0.0,0.0,0.0,21.212,5458.732,1.0
4365,2022,1,18,13,화요일,경상북도,상주시,낙동면,화산리,846,128.2288605,36.3938322,라바65a22a,0:42,입산자실화,0.01,50.0,-4.15,40.083333333333336,2.6416666666666666,0.1,0.0,0.0,,0.0,2.0,4.0,105.0,13.64,0.0,0.0,0.0,14.266,2409.365,1.0
4366,2022,1,19,1,수요일,경상북도,고령군,다산면,월성리,산39,128.423557,35.8278412,라마83a59a,6:32,입산자실화,1.2,147.0,-1.925,53.958333333333336,0.6791666666666667,0.0,1.0,1.0,C,20.0,2.0,4.0,110.0,156.033,0.0,0.0,0.0,3.592,2894.674,1.0
4369,2022,1,19,11,수요일,경상북도,영덕군,영해면,괴시리,산67-1,129.4294546,36.5316389,마바72b38b,5:32,입산자실화,3.0,453.0,-0.2416666666666667,38.75,2.9916666666666667,0.0,1.0,1.0,C,12.0,2.0,4.0,130.0,261.713,0.0,0.0,0.0,4.097,11480.811,1.0
4376,2022,1,24,15,월요일,경상북도,고령군,대가야읍,쾌빈리,산1-2,128.257867,35.7442787,라마68b50a,1:38,기타,0.2,97.0,5.1375,60.083333333333336,1.2083333333333333,0.0,1.0,1.0,C,10.0,2.0,4.0,120.0,184.879,0.0,0.0,0.0,3.708,5560.99,1.0
4379,2022,1,25,20,화요일,경상북도,성주군,용암면,상신리,산13,128.2651852,35.843861,라마69a61a,1:54,쓰레기소각,0.1,104.0,3.141666666666667,77.33333333333333,0.1083333333333333,0.8,1.0,2.0,C,16.0,1.0,4.0,195.0,162.559,0.0,0.0,0.0,13.803,9780.268,1.0
4380,2022,1,26,2,수요일,경상북도,칠곡군,왜관읍,아곡리,산8,128.4349636,36.0091995,라마84a79b,1:50,건축물화재비화,0.1,67.0,3.4166666666666665,59.083333333333336,0.85,0.0,1.0,1.0,C,20.0,2.0,,105.0,122.469,0.0,0.0,0.0,6.59,1392.794,1.0
4381,2022,1,26,15,수요일,경상북도,문경시,호계면,지천리,산47-1,128.24464809144476,36.665642700249634,라바66b52a,0:39,기타,0.01,35.0,2.25,61.79166666666666,2.25,0.0,1.0,2.0,C,10.0,1.0,4.0,230.0,89.159,0.0,0.0,0.0,9.613,3703.537,1.0
4386,2022,1,28,5,금요일,경상북도,경주시,외동읍,개곡리,산38,129.3625703,35.7446804,마마68a51a,5:36,기타,0.94,85.0,2.6625,26.916666666666668,4.020833333333333,0.0,1.0,2.0,B,26.0,1.0,4.0,480.0,122.744,0.0,0.0,0.0,7.386,5243.852,1.0
4390,2022,1,28,19,금요일,경상북도,영덕군,영덕읍,우곡리,산12-4,129.385961,36.4250853,마바69a26b,1:13,입산자실화,0.4,134.0,1.9583333333333333,34.583333333333336,3.5083333333333333,0.0,1.0,1.0,C,12.0,1.0,5.0,80.0,101.884,0.0,0.0,0.0,2.344,1840.027,1.0
4396,2022,1,30,15,일요일,경상북도,군위군,의흥면,지호리,산91,128.7739203,36.1608974,마마14b96b,2:02,쓰레기소각,0.1,61.0,0.6041666666666666,33.5,1.1791666666666667,0.0,0.0,0.0,,0.0,,,245.0,13.147,0.0,0.0,0.0,8.053,4094.442,1.0
4400,2022,1,31,11,공휴일,경상북도,포항시북구,기계면,학야리,산119,129.1943563,36.0555121,마마52b85b,0:55,입산자실화,0.01,83.0,2.125,28.20833333333333,2.704166666666667,0.0,1.0,1.0,C,14.0,,4.0,85.0,76.348,0.0,0.0,0.0,4.218,1769.837,1.0
4406,2022,2,1,14,공휴일,경상북도,고령군,대가야읍,지산리,산23-4,128.2635713608842,35.72794551514405,라마69a48a,1:58,입산자실화,0.1,75.0,0.9499999999999998,53.125,1.4291666666666665,0.0,0.0,0.0,,0.0,,,60.0,9.714,0.0,0.0,1.0,3.252,5526.894,1.0
4407,2022,2,2,1,공휴일,경상북도,영천시,자양면,도일리,산13-1,129.0857556,36.1130713,마마42b91b,4:10,기타,0.1,121.0,0.1958333333333333,46.333333333333336,3.3041666666666667,0.0,1.0,1.0,C,12.0,2.0,4.0,210.0,119.766,0.0,0.0,0.0,12.511,1188.768,1.0
4408,2022,2,3,15,목요일,경상북도,문경시,영순면,율곡리,산84,128.2312618,36.5418741,라바65a38a,1:04,농산부산물소각,0.2,78.0,-1.5791666666666666,46.29166666666666,2.529166666666667,0.0,1.0,1.0,C,12.0,2.0,,110.0,37.656,0.0,0.0,0.0,10.496,1428.799,1.0
4414,2022,2,5,16,토요일,경상북도,경주시,양남면,서동리,산3-5,129.4425736,35.6610474,마마75b42a,4:05,기타,0.69,90.0,-2.6,38.708333333333336,5.1375,0.0,1.0,1.0,C,16.0,2.0,4.0,90.0,224.968,0.0,0.0,0.0,5.426,2159.374,1.0
4418,2022,2,7,12,월요일,경상북도,안동시,풍산읍,회곡리,산107,128.6471818,36.5643326,마바02b41a,4:01,농산부산물소각,1.15,60.0,-2.370833333333333,38.708333333333336,1.675,0.0,0.0,0.0,,0.0,2.0,4.0,150.0,28.854,0.0,0.0,0.0,8.813,5965.441,1.0
4422,2022,2,10,4,목요일,경상북도,경주시,문무대왕면,구길리,산169,129.4563404,35.753117,마마76b52b,6:11,기타,1.37,110.0,4.033333333333333,48.5,2.0500000000000003,0.0,1.0,1.0,C,18.0,1.0,4.0,125.0,205.229,0.0,0.0,0.0,10.857,9967.176,1.0
4430,2022,2,11,14,금요일,경상북도,울진군,북면,나곡리,산94,129.3668671,37.1145287,마사65b03a,1:05,농산부산물소각,0.5,130.0,2.4291666666666667,54.958333333333336,2.1958333333333333,0.0,2.0,0.0,,0.0,2.0,5.0,30.0,50.122,0.0,0.0,0.0,9.429,6636.699,1.0
4455,2022,2,14,21,월요일,경상북도,군위군,군위읍,광현리,산160,128.6138218,36.2381624,마바00a05a,2:18,농산부산물소각,0.1,78.0,5.729166666666667,57.0,0.7374999999999999,0.0,0.0,0.0,,0.0,,,145.0,18.945,0.0,0.0,0.0,8.887,1248.207,1.0
4456,2022,2,15,4,화요일,경상북도,영덕군,지품면,삼화리,산5-1,129.342554,36.4421719,마바65a28b,62:59:00,기타,405.69,3313.0,0.4041666666666666,46.04166666666666,5.108333333333333,0.0,1.0,1.0,C,10.0,2.0,4.0,175.0,175.162,0.0,0.0,0.0,8.536,3708.784,1.0
4458,2022,2,15,13,화요일,경상북도,성주군,선남면,관화리,산33-15,128.3604138,35.9106988,라마77b68b,9:26,건축물화재비화,8.53,356.0,0.7458333333333332,43.66666666666666,2.4833333333333334,0.0,1.0,1.0,C,20.0,1.0,5.0,100.0,156.046,0.0,0.0,0.0,5.006,3618.179,1.0
4462,2022,2,16,14,수요일,경상북도,고령군,성산면,삼대리,114,128.3840511,35.753244,라마79b51a,2:00,쓰레기소각,0.67,72.0,-2.904166666666667,43.333333333333336,1.75,0.0,1.0,2.0,C,22.0,,,70.0,102.748,0.0,0.0,0.0,8.043,3846.677,1.0
4480,2022,2,20,18,일요일,경상북도,안동시,임하면,천전리,산54,128.8673437,36.5373493,마바22a38b,4:13,기타,0.96,87.0,-4.045833333333333,32.25,3.8958333333333335,0.0,1.0,1.0,C,16.0,2.0,4.0,150.0,48.26,0.0,0.0,0.0,11.165,5728.524,1.0
4487,2022,2,22,10,화요일,경상북도,영주시,순흥면,배점리,산27,128.5117509,36.9479594,라바90a83b,4:44,건축물화재비화,0.23,111.0,-3.275,41.083333333333336,6.458333333333333,0.0,1.0,1.0,C,18.0,2.0,4.0,660.0,341.461,0.0,1.0,0.0,10.718,40.109,1.0
4491,2022,2,22,14,화요일,경상북도,의성군,의성읍,중리리,산60-1,128.7371208,36.3775736,마바10b20b,34:53:00,기타,9.2,531.0,-1.5166666666666666,39.29166666666666,2.591666666666667,0.0,1.0,1.0,C,14.0,1.0,3.0,215.0,196.703,0.0,0.0,0.0,4.422,316.383,1.0
4495,2022,2,23,9,수요일,경상북도,영천시,북안면,유상리,산28-1,128.9805984,35.9147346,마마33b69b,1:39,기타,0.1,90.0,-2.145833333333333,33.208333333333336,3.091666666666667,0.0,1.0,1.0,C,10.0,1.0,3.0,155.0,100.542,0.0,0.0,0.0,6.162,4268.305,1.0
4499,2022,2,23,20,수요일,경상북도,봉화군,법전면,풍정리,488,128.865519,36.8951828,마바21b78a,1:53,기타,0.2,80.0,-4.995833333333334,44.375,1.5041666666666669,0.0,0.0,0.0,,0.0,2.0,4.0,360.0,11.201,0.0,0.0,0.0,6.853,1781.665,1.0
4506,2022,2,24,15,목요일,경상북도,상주시,모서면,득수리,산115,127.9204404,36.338868,라바37b15b,3:25,기타,0.3,142.0,-1.775,36.208333333333336,3.1125000000000003,0.0,1.0,2.0,C,14.0,1.0,4.0,300.0,117.439,0.0,0.0,0.0,16.62,1645.757,1.0
4513,2022,2,25,5,금요일,경상북도,김천시,구성면,금평리,산49-5,128.0601557,36.0049076,라마50a78b,2:21,기타,0.91,128.0,3.991666666666666,44.16666666666666,1.2375,0.0,1.0,1.0,C,14.0,2.0,5.0,350.0,243.004,0.0,0.0,0.0,5.957,11207.636,1.0
4525,2022,2,26,13,토요일,경상북도,상주시,,개운동,산3-1,128.1384267,36.4037768,라바57a23a,3:24,기타,0.86,142.0,7.154166666666666,52.208333333333336,2.2125,0.0,1.0,1.0,C,18.0,2.0,4.0,165.0,122.257,0.0,0.0,0.0,3.823,1172.396,1.0
4528,2022,2,26,15,토요일,경상북도,문경시,문경읍,평천리,산24,128.1380479,36.7929245,라바56b66a,7:54,입산자실화,18.5,516.0,5.333333333333333,60.458333333333336,2.404166666666667,0.0,1.0,3.0,C,12.0,2.0,4.0,330.0,41.511,0.0,0.0,0.0,12.843,3134.913,1.0
4530,2022,2,26,16,토요일,경상북도,봉화군,봉화읍,내성리,산23,128.7479757,36.8854643,마바11a77a,2:19,기타,0.2,91.0,3.4250000000000003,58.875,1.7291666666666667,0.0,1.0,1.0,C,14.0,2.0,5.0,270.0,97.614,0.0,1.0,0.0,2.172,338.107,1.0
4538,2022,2,27,15,일요일,경상북도,김천시,부항면,사등리,산41,127.9662215,35.983674,라마42a76a,2:12,기타,0.12,97.0,6.554166666666667,31.791666666666668,1.7375,0.3,1.0,2.0,A,0.0,2.0,5.0,260.0,168.678,0.0,0.0,0.0,7.757,6255.001,1.0
4540,2022,2,27,17,일요일,경상북도,영천시,화남면,대천리,산23,128.9097632,36.0506193,마마26b84b,2:47,농산부산물소각,0.2,85.0,5.804166666666667,37.04166666666666,3.3166666666666664,0.0,1.0,1.0,C,6.0,,,150.0,53.801,0.0,0.0,0.0,15.596,10568.507,1.0
4547,2022,2,28,20,월요일,경상북도,청도군,운문면,정상리,산87,128.965281,35.8275506,마마32a59b,3:42,입산자실화,0.67,80.0,5.979166666666667,36.5,1.0791666666666666,0.0,1.0,2.0,C,8.0,2.0,4.0,470.0,53.584,0.0,1.0,0.0,21.864,251.475,1.0
4548,2022,3,1,1,공휴일,경상북도,안동시,임하면,천전리,산16,128.8617479,36.5553958,마바21b40b,5:23,기타,1.69,95.0,5.466666666666666,51.16666666666666,1.870833333333333,0.0,1.0,2.0,B,18.0,2.0,4.0,235.0,102.742,0.0,0.0,0.0,13.319,5267.303,1.0
4552,2022,3,3,13,목요일,경상북도,문경시,산북면,흑송리,328-1,128.336275,36.6485177,라바74b50a,1:28,담뱃불실화,0.3,74.0,6.245833333333334,48.625,3.0041666666666664,0.0,0.0,0.0,,0.0,2.0,5.0,140.0,10.951,0.0,0.0,0.0,14.949,2534.008,1.0
4556,2022,3,3,16,목요일,경상북도,영천시,청통면,신덕리,산70,128.8522371,35.9669436,마마21b75a,1:06,담뱃불실화,0.2,97.0,6.820833333333333,44.958333333333336,2.075,0.0,2.0,0.0,,0.0,1.0,,105.0,53.447,0.0,0.0,0.0,7.742,6462.682,1.0
4557,2022,3,3,18,목요일,경상북도,성주군,선남면,명포리,산50-16,128.3202634,35.8724973,라마74a64a,0:59,건축물화재비화,0.2,108.0,7.274999999999999,42.16666666666666,0.9083333333333332,0.0,1.0,1.0,C,16.0,2.0,4.0,105.0,43.879,0.0,0.0,0.0,7.607,6179.948,1.0
4559,2022,3,4,2,금요일,경상북도,성주군,초전면,소성리,"  산14,산15-1  ",128.2414714,36.0291772,라마66b81b,6:26,기타,6.54,366.0,7.8875,44.583333333333336,0.9083333333333332,0.0,1.0,1.0,C,14.0,2.0,4.0,225.0,117.454,0.0,0.0,0.0,14.769,2991.018,1.0
4560,2022,3,4,11,금요일,경상북도,울진군,북면,두천리,산154,129.3030276,37.0383941,마바60a94b,222:43:00,기타,16301.98,40528.0,9.1875,40.083333333333336,2.841666666666667,0.0,1.0,1.0,C,14.0,2.0,5.0,95.0,47.733,0.0,0.0,0.0,11.462,4740.989,1.0
4562,2022,3,4,15,금요일,경상북도,구미시,옥성면,옥관리,1584,128.2709084,36.3357395,라바69a15b,0:49,담뱃불실화,0.01,80.0,7.8875,44.583333333333336,0.9083333333333332,0.0,1.0,1.0,C,20.0,2.0,4.0,150.0,196.655,0.0,0.0,0.0,15.976,2273.325,1.0
4572,2022,3,5,13,토요일,경상북도,영주시,풍기읍,산법리,192-1,128.5522339,36.8711162,라바93b75a,5:14,농산부산물소각,3.86,432.0,4.033333333333333,36.5,8.025,0.0,1.0,1.0,A,0.0,2.0,4.0,220.0,23.455,0.0,0.0,0.0,4.2,7349.827,1.0
4574,2022,3,5,14,토요일,경상북도,경주시,문무대왕면,어일리,산78,129.455935,35.7733461,마마76b54b,3:29,쓰레기소각,0.8,85.0,8.5,25.25,6.2375,0.0,1.0,1.0,C,14.0,2.0,4.0,65.0,116.924,0.0,0.0,0.0,10.606,9011.273,1.0
4601,2022,3,10,2,목요일,경상북도,경주시,외동읍,녹동리,산161-1,129.2621713,35.6630826,마마59b42a,14:55,입산자실화,1.16,108.0,8.9125,59.5,1.875,0.0,1.0,2.0,C,20.0,2.0,5.0,410.0,754.052,0.0,1.0,0.0,11.203,25.776,1.0
4618,2022,3,12,23,토요일,경상북도,의성군,의성읍,비봉리,산101-1,128.6764588,36.3145031,마바05b13b,1:21,담뱃불실화,0.15,59.0,12.5625,69.625,0.5666666666666667,0.0,0.0,0.0,,0.0,2.0,4.0,105.0,91.294,0.0,0.0,0.0,8.245,3458.644,1.0
4619,2022,3,16,17,수요일,경상북도,김천시,농소면,봉곡리,산39,128.1844311,36.0642221,라마61b85a,2:45,기타,0.48,147.0,12.225,53.458333333333336,0.7166666666666667,0.0,1.0,1.0,C,14.0,2.0,5.0,210.0,104.826,0.0,0.0,0.0,9.411,5025.789,1.0
4644,2022,4,3,15,일요일,경상북도,구미시,,황상동,산29,128.4375194,36.1222756,라마84a92a,1:06,입산자실화,0.1,46.0,10.266666666666667,37.333333333333336,0.6791666666666667,0.0,2.0,0.0,,0.0,2.0,4.0,195.0,458.485,0.0,1.0,0.0,6.434,23.503,1.0
4646,2022,4,4,7,월요일,경상북도,봉화군,소천면,남회룡리,산51-1,129.1136658,36.8660281,마바43b75a,5:54,기타,3.5,103.0,7.837499999999999,59.25,1.5125,0.0,1.0,1.0,A,0.0,2.0,6.0,775.0,828.226,0.0,0.0,0.0,23.324,1883.249,1.0
4654,2022,4,4,14,월요일,경상북도,김천시,지례면,대율리,산52,128.0628688,35.9851134,라마50b76b,1:03,입산자실화,0.17,90.0,11.6625,43.25,0.875,0.0,1.0,1.0,C,16.0,2.0,5.0,325.0,71.354,0.0,0.0,0.0,4.342,9808.751,1.0
